strain,stress,material
0.12116,74.66311,Aluminum
0.12124,74.66972,Aluminum
0.12133,74.80443,Aluminum
0.12142,74.81105,Aluminum
0.12151,74.94579,Aluminum
0.1216,74.95243,Aluminum
0.12169,75.0872,Aluminum
0.12178,75.09385,Aluminum
0.12186,75.1005,Aluminum
0.12195,75.23531,Aluminum
0.12195,75.23531,Aluminum
0.12204,75.24197,Aluminum
0.12213,75.37682,Aluminum
0.12222,75.5117,Aluminum
0.12231,75.51838,Aluminum
0.12239,75.65329,Aluminum
0.12248,75.78822,Aluminum
0.12257,75.92317,Aluminum
0.12266,75.92989,Aluminum
0.12284,75.81504,Aluminum
0.12293,75.82175,Aluminum
0.12301,75.82845,Aluminum
0.1231,75.83516,Aluminum
0.12319,75.84186,Aluminum
0.12328,75.84857,Aluminum
0.12337,75.85527,Aluminum
0.12346,75.86198,Aluminum
0.12354,75.74031,Aluminum
0.12346,74.70672,Aluminum
0.12354,74.71332,Aluminum
0.12354,74.71332,Aluminum
0.12363,74.84831,Aluminum
0.12363,74.84831,Aluminum
0.12372,74.85492,Aluminum
0.12381,74.86154,Aluminum
0.12381,74.86154,Aluminum
0.1239,74.86815,Aluminum
0.12407,74.88138,Aluminum
0.12425,74.89461,Aluminum
0.12452,74.91445,Aluminum
0.12487,74.94091,Aluminum
0.12531,74.97398,Aluminum
0.12575,75.13571,Aluminum
0.12637,75.18209,Aluminum
0.1269,75.22185,Aluminum
0.1276,75.27485,Aluminum
0.12822,75.32123,Aluminum
0.12892,75.37424,Aluminum
0.12962,75.42724,Aluminum
0.13041,75.48688,Aluminum
0.13112,75.53988,Aluminum
0.13191,75.59951,Aluminum
0.13261,75.78206,Aluminum
0.13339,75.84179,Aluminum
0.13418,75.90153,Aluminum
0.13497,75.96126,Aluminum
0.13575,76.02099,Aluminum
0.13645,76.07409,Aluminum
0.13724,76.13383,Aluminum
0.13802,76.19356,Aluminum
0.1388,76.25329,Aluminum
0.13959,76.44348,Aluminum
0.14028,76.49666,Aluminum
0.14115,76.56315,Aluminum
0.14185,76.61633,Aluminum
0.14263,76.67617,Aluminum
0.14349,76.74265,Aluminum
0.14427,76.80249,Aluminum
0.14505,76.86233,Aluminum
0.14583,76.92216,Aluminum
0.14661,76.982,Aluminum
0.14738,77.04183,Aluminum
0.14816,77.23324,Aluminum
0.14894,77.29318,Aluminum
0.14971,77.35312,Aluminum
0.15049,77.41306,Aluminum
0.15126,77.47299,Aluminum
0.15203,77.53293,Aluminum
0.15281,77.59287,Aluminum
0.15358,77.65281,Aluminum
0.15435,77.71274,Aluminum
0.15512,77.77268,Aluminum
0.15589,77.83262,Aluminum
0.15666,77.89256,Aluminum
0.15752,77.95916,Aluminum
0.15828,78.152,Aluminum
0.15905,78.21204,Aluminum
0.15982,78.27208,Aluminum
0.16067,78.3388,Aluminum
0.16135,78.39216,Aluminum
0.1622,78.45888,Aluminum
0.16297,78.51892,Aluminum
0.16373,78.57896,Aluminum
0.1645,78.639,Aluminum
0.16526,78.69904,Aluminum
0.16602,78.75908,Aluminum
0.16678,78.81912,Aluminum
0.16755,78.87916,Aluminum
0.16839,78.94587,Aluminum
0.16915,79.00591,Aluminum
0.16991,79.06595,Aluminum
0.17075,79.13266,Aluminum
0.17151,79.1927,Aluminum
0.17236,79.12461,Aluminum
0.17311,79.04965,Aluminum
0.17395,79.11614,Aluminum
0.17471,79.04086,Aluminum
0.17546,79.1006,Aluminum
0.1763,79.03164,Aluminum
0.17714,78.96245,Aluminum
0.1779,78.88644,Aluminum
0.17873,78.95247,Aluminum
0.17957,78.88273,Aluminum
0.18032,78.80618,Aluminum
0.18115,78.736,Aluminum
0.1819,78.52294,Aluminum
0.18315,78.48488,Aluminum
0.18399,78.41386,Aluminum
0.18482,78.20612,Aluminum
0.18565,77.99793,Aluminum
0.18648,77.926,Aluminum
0.18731,77.71702,Aluminum
0.18814,77.50759,Aluminum
0.18897,77.16064,Aluminum
0.18979,76.95018,Aluminum
